,aggregate_gene_expression
ASB14,943.0
INTS6,951.0
PCP4,1491.0
ADCYAP1R1,983.0
F2R,578.0
LOC102158661,1283.0
SRSF3,923.0
LOC102161036,961.0
SEC22A,977.0
APOLD1,842.0
LOC106505658,1237.0
LOC106509717,814.0
WDR26,1006.0
PALLD,1518.0
PANK2,1054.0
VPS9D1,1311.0
FBXW11,789.0
CDH13,1725.0
TBC1D4,991.0
MICU1,821.0
RPS6KA6,1086.0
TCTN3,934.0
LOC100154179,934.0
FOXP2,952.0
PTN,200.0
PMS1,1231.0
NINJ1,862.0
SLC1A3,1197.0
AP2B1,1124.0
PEG3,1042.0
PIK3C2G,1069.0
AMBP,924.0
TPM3,656.0
ENOPH1,940.0
LOC100513557,1011.0
ARFGAP1,957.0
FAM45A,1019.0
ZDHHC21,900.0
KCTD16,773.0
LOC100522670,1058.0
LOC110260188,1137.0
OXSR1,874.0
POP5,1094.0
SMURF2,539.0
NAA35,1013.0
LOC110257546,926.0
FYTTD1,1027.0
LOC100628140,903.0
ACP7,1143.0
ACACB,1480.0
SNX24,918.0
NCF4,842.0
LOC110257938,950.0
REEP1,1306.0
OTUD4,848.0
NEU3,918.0
ASCC3,912.0
COX6C,1350.0
ALG9,1118.0
CCDC71,1084.0
KDM6A,1102.0
TBC1D9,1068.0
CLU,1780.0
LOC110256159,1287.0
RBM4,1001.0
MPP5,970.0
CIAO1,988.0
SGCG,1523.0
TNK2,1218.0
LOC106506243,1106.0
ZNF382,1057.0
HEY2,1353.0
ZSWIM1,1116.0
LOC110259830,1197.0
ATP5F1,1284.0
LOC106508844,953.0
GOLGA2,744.0
RNF157,984.0
HES2,1400.0
EIF3D,798.0
TTC21B,718.0
FAM133B,872.0
WWC3,912.0
STARD10,1020.0
CEP97,1083.0
CEP290,829.0
PNPO,955.0
RBM41,803.0
PKIG,1475.0
FAM126B,821.0
LOC102162058,1078.0
PPP3CA,581.0
LOC110259512,1252.0
TMEM168,998.0
SMC3,732.0
SPON1,638.0
P2RX5,1222.0
BCAT1,913.0
EFEMP1,473.0
BMX,1063.0
LOC100511338,1072.0
POMP,1055.0
SQOR,860.0
DYNC1I1,1321.0
C14H22orf39,1036.0
SMG7,897.0
LOC106508391,986.0
LOC102165602,989.0
ACOX2,1228.0
TMEM253,1034.0
MAP3K8,821.0
PSIP1,685.0
KLHL4,1089.0
FHOD1,1340.0
DCSTAMP,1044.0
RAD50,830.0
C8H4orf17,1151.0
LRRC8E,1056.0
LOC106506214,782.0
HGSNAT,801.0
C2H11orf58,924.0
STOX2,514.0
FNBP1,404.0
IPP,1048.0
MYADM,519.0
FAM189A2,1427.0
TOP3A,637.0
VPS8,876.0
IP6K1,910.0
AIMP1,785.0
CHD3,335.0
LOC106505057,935.0
PGLS,983.0
LOC106508578,1041.0
LOC110262194,1042.0
LOC110259907,1201.0
ZNF672,1000.0
DECR1,1014.0
TP53BP1,845.0
ARL6IP4,880.0
LOC110259443,1163.0
ABHD17A,847.0
IGF1,258.0
PRKCQ,1010.0
LOC100518800,1091.0
OXTR,1093.0
CDC40,924.0
IRF6,1048.0
SMARCD1,827.0
DNAJB6,1096.0
RAB29,1290.0
ILK,1126.0
LOC100514051,1035.0
TNFRSF12A,1872.0
LOC102160963,1177.0
LOC110261575,1189.0
HDAC5,1016.0
GPR146,863.0
GLIS3,919.0
LOC110257656,1036.0
LOC106510223,1090.0
LOC100626988,1102.0
CEP135,550.0
GUCY1A3,618.0
ACVR1C,1014.0
ENO4,890.0
LOC110259342,969.0
LOC110261041,825.0
SRGN,388.0
THAP5,962.0
POFUT2,644.0
LOC106504796,722.0
SAXO2,840.0
SLC40A1,308.0
JUNB,1048.0
LOC102166940,946.0
KLB,1005.0
LOC106505376,1148.0
MPC1,966.0
RASA2,696.0
ABRA,1425.0
WASF3,278.0
MED12L,658.0
SPG11,709.0
ATCAY,1164.0
NUDCD3,895.0
MPST,916.0
LOC110262219,618.0
SLC25A43,1029.0
DZIP1L,1323.0
PDGFRB,187.0
CDO1,833.0
LOC100521666,1006.0
LOC110256596,1063.0
POU2F1,931.0
UBR4,829.0
LOC110262076,1066.0
LOC110256829,1308.0
ZBTB4,798.0
LIMD1,959.0
ALS2,1073.0
PRKX,962.0
TAGLN,317.0
RIBC1,1138.0
DYM,1115.0
LOC110256485,971.0
AES,969.0
BAZ1B,893.0
ALG14,948.0
LOC110255895,1054.0
LOC110259525,841.0
COL8A1,236.0
LOC102159045,934.0
LOC106504680,1143.0
UGCG,704.0
LOC100524517,981.0
KAT2B,1071.0
EDNRB,578.0
LOC102157484,964.0
CLDND1,838.0
LOC102158888,1026.0
TMED4,732.0
LOC102168077,1031.0
LOC102166593,1041.0
LOC110255833,1050.0
ZNF389,1007.0
GPR161,872.0
TMEM186,1056.0
PISD,926.0
MIA3,701.0
SMARCA2,619.0
ARHGAP29,574.0
SLC16A5,868.0
DENND4C,638.0
DCTN2,990.0
UBE2O,1001.0
LOC110259984,1160.0
LOC100516606,1106.0
OTUD7A,895.0
MTHFD2,980.0
ETV1,575.0
ARMC9,842.0
LOC102163670,937.0
RWDD4,969.0
LOC110256032,875.0
LOC106504178,962.0
LOC110261320,1369.0
PTPN12,717.0
LOC110255466,1105.0
LOC110257533,931.0
NANP,884.0
SLC1A2,1210.0
LOC110261533,1042.0
LOC102164525,886.0
FAM89A,954.0
ABHD14B,652.0
ICA1L,869.0
EIF4B,837.0
GEMIN7,941.0
RXFP1,1272.0
ACADM,1173.0
OXCT1,1304.0
KANSL1,863.0
PRCD,908.0
IGSF9B,1332.0
HSPB2,1814.0
ANXA2,483.0
ZNF643,818.0
DVL1,909.0
RUFY3,595.0
RAMP1,1438.0
LOC106505353,946.0
SYNJ1,423.0
MEF2B,1159.0
FOXRED1,996.0
ABI2,396.0
KDM3A,874.0
CENPL,940.0
ZNF507,932.0
LAMTOR5,1047.0
LOC100524713,1059.0
LOC110260259,841.0
LOC110261051,1208.0
C13H21orf33,1061.0
HAL,992.0
U2AF1,727.0
HACD1,1484.0
YIPF6,768.0
COL4A3BP,759.0
STAT5B,909.0
AK6,1091.0
RCE1,918.0
ZNF652,748.0
TIAF1,1285.0
LOC110262097,1000.0
TRMT1L,769.0
METTL2A,928.0
SRPK1,704.0
LOC110260440,794.0
LOC102168143,862.0
RCBTB2,755.0
MLST8,1168.0
SLC25A23,1092.0
IKZF1,810.0
ITIH5,183.0
SYTL5,833.0
LOC100516480,1214.0
SLC25A28,873.0
MFSD9,1006.0
GAS7,155.0
PITRM1,1194.0
NXF1,787.0
SSR2,699.0
KLHDC7A,1055.0
OXR1,882.0
LOC110256057,1116.0
HIVEP1,632.0
RPL27,943.0
LOC102164131,1136.0
LOC110257520,954.0
LOC100514656,972.0
ELOF1,813.0
SLA-7,531.0
RPS23,874.0
LOC106510424,829.0
CATSPERG,932.0
IQCH,1183.0
LOC110255504,964.0
GOT1,1311.0
CDC25B,939.0
OCIAD2,1059.0
EOGT,1096.0
WDR37,1090.0
CADPS2,912.0
LOC100515112,923.0
DYRK2,1038.0
VLDLR,1413.0
IKBKB,1026.0
GPBP1L1,770.0
ARPC4,750.0
GRAMD4,1233.0
LOC100621803,956.0
MACROD2,1014.0
NDEL1,930.0
LIPT2,1142.0
MAGI3,839.0
LOC110259908,857.0
TCF21,133.0
GREM2,1336.0
MARK2,969.0
KAT6A,662.0
HMMR,1162.0
LOC110259915,1178.0
CYP24A1,923.0
LOC110255361,808.0
NECTIN2,1018.0
ATP8A1,1086.0
MPP6,973.0
LOC102167305,844.0
LOC106505418,1134.0
SAAL1,917.0
SLC25A37,1050.0
GRAMD1B,1137.0
RAPGEF5,900.0
PPFIA4,1543.0
TCAIM,1074.0
DGCR8,925.0
PDE5A,650.0
CEP63,941.0
OGFOD1,1068.0
TNKS2,883.0
FBF1,1023.0
MTRR,764.0
CPNE1,945.0
LOC110260090,964.0
TGOLN2,626.0
QRICH1,815.0
ACSM2B,819.0
MYEF2,704.0
PTGIS,121.0
PTOV1,1016.0
KTI12,863.0
MBNL3,1204.0
PRKD3,670.0
CASC1,516.0
WDR43,889.0
CD164,701.0
TINAGL1,1520.0
LOC106508288,850.0
CEP57,939.0
DNAJA1,755.0
LOC110259545,830.0
TRMT61B,900.0
MORF4L1,646.0
PI4KA,857.0
KDM1A,956.0
ETFB,1141.0
CDCP1,716.0
TTC37,822.0
LOC110256586,1118.0
PCYOX1L,1258.0
KCTD7,870.0
ILKAP,793.0
FAM216B,1049.0
IGFBP6,109.0
SUSD6,564.0
LOC100519098,146.0
FRMD3,559.0
LOC100523964,367.0
LTN1,713.0
PDPR,1054.0
SCUBE1,922.0
LOC100514469,1136.0
PSTK,872.0
ADGRA3,1089.0
PBLD,974.0
LOC102166910,883.0
UBAP2L,924.0
LOC110259298,1162.0
LOC110256604,906.0
TMEM229A,899.0
USP31,776.0
PALMD,1442.0
ZFYVE9,887.0
LOC106508978,913.0
IPO7,876.0
MAPK1IP1L,718.0
PDZD2,838.0
TLK2,802.0
TSPAN17,901.0
CLINT1,779.0
ACTR3B,960.0
LOC106509200,1032.0
SLC25A27,221.0
HNRNPH3,682.0
LOC102161099,1123.0
SPI1,1033.0
ZFP36,476.0
CNTNAP1,749.0
CEP68,876.0
LOC102157622,996.0
MBOAT1,1002.0
KIF16B,999.0
CFAP97,802.0
IST1,863.0
RAB11FIP2,683.0
ACO2,1228.0
VPS13A,606.0
SDHA,1063.0
SRPX,135.0
CERK,1007.0
LOC102160367,688.0
C4BPB,1051.0
MRPS27,1128.0
FAM135A,803.0
RCN1,713.0
ELK3,253.0
RPL7L1,881.0
LOC110260672,1291.0
NOP16,917.0
LOC110255971,1132.0
ENO3,1451.0
LOC110261994,1182.0
PYGO1,886.0
KCNJ16,887.0
LOC106508808,856.0
GIMAP4,723.0
LOC106507243,1104.0
PTPRT,1021.0
USP10,909.0
CYFIP1,478.0
SLC35E1,791.0
MASP1,1198.0
STAT1,559.0
SENP5,722.0
LOC100517025,844.0
LOC106506530,1033.0
LOC100511785,819.0
ATP6V0C,791.0
KLHDC3,1173.0
WNK1,817.0
COL12A1,155.0
ETFRF1,1235.0
MBTD1,857.0
PXDN,319.0
TRAPPC10,737.0
ZNF281,665.0
YPEL3,496.0
UBAP2,888.0
FAM19A4,840.0
KIAA1429,811.0
LOC106506644,951.0
LOC102158392,851.0
LOC110256287,1190.0
HADH,1201.0
CDC42,645.0
CUL7,946.0
ATP5S,763.0
C13H3orf84,976.0
LDLRAD3,755.0
ARF6,820.0
HEXIM1,866.0
LOC106506878,919.0
EHHADH,907.0
NOX5,779.0
RIN2,663.0
CASD1,743.0
STRADB,1240.0
CYTH3,540.0
DGKI,1157.0
PLCL2,1036.0
ZSCAN16,1482.0
SMARCAD1,741.0
LOC100524613,1166.0
LTB4R,1090.0
ARIH1,882.0
SEPT8,922.0
TEFM,970.0
CLASP1,962.0
ACOT11,1272.0
POLR2H,876.0
PTX4,1543.0
DBX2,1015.0
DENND6B,826.0
RPL12,847.0
RPGRIP1L,639.0
ARMCX3,1053.0
AP3D1,785.0
TUBA1B,604.0
CLIC5,1172.0
MIGA1,1014.0
NFKB1,816.0
NPC1L1,954.0
BTF3,804.0
RAB24,714.0
SLAMF1,978.0
LOC102161631,971.0
TPCN1,809.0
GBA2,1103.0
LOC110257828,534.0
PIK3AP1,684.0
LOC102165975,1191.0
MTMR3,1006.0
LOC110262224,984.0
LOC110260389,1068.0
LOC106507512,793.0
WWC2,819.0
TMEM8A,564.0
WWTR1,977.0
CD44,1221.0
STK38,470.0
SPATA22,1036.0
ECM1,170.0
LSM5,716.0
SEPT14,1007.0
MICALL1,935.0
DYNC1I2,620.0
WNT16,1001.0
LOC106507395,1043.0
CRIM1,568.0
LOC102161653,1002.0
SRSF2,952.0
MSL1,727.0
DTX3,616.0
LOC110259247,1240.0
SYNRG,919.0
LMNA,647.0
FUT4,987.0
LOC110255960,903.0
LOC106507341,1120.0
NAA15,831.0
LOC110255462,1105.0
SLF1,947.0
DUSP18,897.0
YTHDC2,744.0
TBC1D8,1126.0
LAT2,721.0
LOC102166460,820.0
POC5,1007.0
SERTM1,878.0
LZTFL1,865.0
GIMAP5,653.0
TGFBI,219.0
DHX15,797.0
LAP3,772.0
MMP25,998.0
TDRD1,996.0
PRELP,124.0
NUP98,817.0
SLC2A6,818.0
BIN3,673.0
GTF2E2,709.0
PGAP3,873.0
RUBCNL,663.0
ANKRD23,1314.0
FCHSD2,589.0
CRK,735.0
NR2F2,114.0
LGMN,513.0
CNTLN,752.0
MTFMT,759.0
PACSIN3,1203.0
PPP1R42,833.0
LOC110257519,812.0
PRPF6,770.0
IFNAR2,869.0
LOC110255857,1134.0
ADAMTS1,774.0
PPP1CB,742.0
ABRAXAS2,1074.0
SNAP23,842.0
HMGN2,708.0
TCF7,827.0
ADAM11,1167.0
TFAP4,886.0
LOC110257001,920.0
MIB2,750.0
DDX21,777.0
LOC110261469,1095.0
BCL2L11,803.0
PDGFC,998.0
SDHB,1024.0
FMNL3,1023.0
STOM,493.0
LOC106505102,840.0
HSP90AB1,952.0
ULK1,754.0
LOC110261588,975.0
SMIM10,891.0
DPP4,1132.0
LOC110257516,1035.0
ZMYM2,720.0
RAD23A,823.0
TGS1,768.0
USP54,1067.0
LOC100523747,831.0
ANKIB1,774.0
SLAMF8,920.0
LRRC45,725.0
LOC100158035,1043.0
SLA,875.0
EPHA10,1011.0
ZNF706,703.0
C3,191.0
PTDSS2,950.0
MUT,864.0
ELMO2,505.0
PHYH,1047.0
DUSP22,955.0
LOC102162728,843.0
PMP22,187.0
ST13,684.0
BCDIN3D,889.0
IMMT,1051.0
CCDC15,738.0
ABTB1,796.0
TOPORS,621.0
GPR152,887.0
GNB4,562.0
S1PR1,372.0
LOC102164598,822.0
LOC106505670,855.0
TMEM260,694.0
PRKAB2,806.0
LOC110261111,807.0
ARSJ,544.0
TEDDM1,854.0
DNAJC13,659.0
PGRMC1,908.0
ERICH5,993.0
ELF5,1007.0
TEX15,940.0
FAM13B,674.0
KLHL31,1311.0
RHOBTB3,1025.0
DECR2,788.0
HERC4,989.0
LOC100623504,865.0
MGAT4B,948.0
FSD1L,867.0
LOC110256042,1178.0
BCL2L1,756.0
HNRNPD,670.0
LOC102164985,1140.0
ARL13B,734.0
LOC100522141,864.0
LDLR,432.0
STOML3,839.0
LOC106508340,856.0
GTF2I,852.0
LOC110260975,863.0
CA12,757.0
LOC110261138,942.0
MIS12,796.0
SVEP1,724.0
SLC29A1,986.0
PIGV,997.0
KDM5C,780.0
LOC110261282,983.0
LOC106509979,700.0
BRCA1,823.0
KIF9,1023.0
LOC106505784,1002.0
FUT2,913.0
FAM19A3,884.0
BCAT2,1026.0
SLC2A3,914.0
LOC106504312,870.0
CABLES1,803.0
PLCL1,754.0
KCTD18,810.0
LOC106508361,1135.0
IFT81,899.0
FOLH1B,1158.0
SMIM5,1180.0
LOC110255534,991.0
GALNT1,346.0
EIF1B,716.0
CS,1111.0
TUSC3,1097.0
TRABD,795.0
ERCC4,881.0
LOC110257221,874.0
SMIM7,734.0
LOC106510044,1393.0
MYLK3,1395.0
LOC106507705,921.0
SMNDC1,737.0
BBS4,632.0
FAM110C,1241.0
LOC106510122,968.0
TCERG1,872.0
NDFIP1,497.0
ANKS1A,817.0
COLEC12,301.0
HPS1,951.0
RAD23B,743.0
LOC102164671,1012.0
LOC100514905,1011.0
P2RY13,726.0
NDUFS7,1077.0
ITGB5,432.0
CSNK1D,782.0
MEMO1,1018.0
GNG10,371.0
SERPINF1,179.0
AGBL3,673.0
ACBD4,988.0
RRAS,651.0
LOC110256838,965.0
LMAN1,599.0
FAF2,880.0
WTAP,638.0
SDF4,583.0
GSE1,587.0
RRAGD,1197.0
AP1B1,714.0
GPR183,775.0
HTRA1,229.0
ZC2HC1A,1043.0
ATG5,726.0
LOC110256635,947.0
CRTC2,718.0
HNRNPUL1,569.0
NPM1,770.0
LOC110260830,902.0
GPR137B,677.0
PHKB,844.0
LOC110256811,987.0
GABPA,654.0
OMG,827.0
SEPT12,990.0
FGL1,800.0
CERS4,987.0
MFGE8,634.0
PAPD5,589.0
YARS2,787.0
LOC100518170,831.0
LOC100511705,1151.0
LOC110260336,938.0
COL21A1,113.0
AMOTL1,811.0
RALA,684.0
GPI,927.0
TYW1,924.0
LOC110261323,853.0
IER5,1264.0
EP400,606.0
FAM43A,412.0
AGBL1,884.0
PCGF3,755.0
HYAL4,760.0
CHKB,913.0
TK2,709.0
GIMD1,1028.0
LOC110255681,954.0
POMT1,898.0
LOC106508822,735.0
RPS6KA5,822.0
C5H12orf71,836.0
PLA2G7,1122.0
ANKRD28,500.0
TP53I11,738.0
C2H5orf30,996.0
ACVR1,993.0
LOC110255376,894.0
DSP,1433.0
USP32,770.0
TTC7B,700.0
LOC110260579,995.0
LOC106504853,983.0
PLA2G4F,861.0
RNF148,1070.0
ZNF577,730.0
MAT2B,501.0
MSN,490.0
TXLNG,791.0
CNPY3,869.0
CAND1,681.0
SLA-DRB1,333.0
MGAT1,459.0
LOC100155488,957.0
NUB1,617.0
LOC100627241,702.0
CITED2,780.0
LOC102165197,795.0
LARP1B,1014.0
LOC110255320,724.0
LOC102163283,987.0
SLA-DRA,273.0
LOC102166826,737.0
SH3BGR,1308.0
NEK1,986.0
ZBTB41,494.0
MX2,521.0
FAM186A,877.0
RALBP1,536.0
SH3KBP1,519.0
SUSD5,822.0
P4HA3,773.0
PSMC6,832.0
LOC110259457,666.0
PLEKHM2,876.0
ZNF618,353.0
LOC106509613,735.0
SWT1,632.0
TLN1,606.0
ACOD1,749.0
PHOSPHO2,863.0
KIAA0355,728.0
GATA4,957.0
ZFP62,609.0
PPIA,609.0
RAB7B,707.0
ENO1,889.0
LOC110255247,776.0
LOC106509289,817.0
RGS13,938.0
THNSL1,846.0
LOC110256324,991.0
POGZ,617.0
SRR,829.0
WDSUB1,1066.0
FAM50A,759.0
CDC27,721.0
BMP10,934.0
PRKN,885.0
FAM3C,396.0
SPO11,781.0
AOX4,1120.0
LOC110256941,643.0
NME3,717.0
ANO6,272.0
WRAP73,613.0
LOC110255655,875.0
LOC106509905,836.0
IFITM3,233.0
LOC100153598,752.0
FBXL3,663.0
TM9SF4,850.0
LOC110259533,913.0
ZNF771,1104.0
ALG10,726.0
TBC1D23,728.0
WHAMM,809.0
CACUL1,678.0
NES,1122.0
LOC106509843,880.0
C8H4orf33,859.0
NCAM2,881.0
LOC110261718,755.0
LOC100520248,959.0
RAB3IP,1203.0
ARHGEF5,1105.0
ADAMTS6,1208.0
HIBCH,1171.0
MICAL3,1036.0
KLHDC10,653.0
TUBB,836.0
ITGA10,815.0
FAM19A1,661.0
LOC106506547,381.0
NRXN3,1523.0
LOC106507740,861.0
LOC110255668,785.0
OTOGL,1030.0
ZNF329,789.0
CHML,770.0
PITPNB,521.0
PCCA,882.0
LOC106508034,906.0
SOX11,1007.0
CNNM1,907.0
LOC100516424,776.0
MTUS2,1147.0
VWA2,704.0
ATXN7L1,711.0
LOC110256135,858.0
LOC100621455,691.0
CCDC28B,766.0
MARVELD2,746.0
LOC110260712,1084.0
GFRAL,942.0
LOC110256300,959.0
TBCK,658.0
TRIP4,883.0
UQCRB,1013.0
GPC3,136.0
PTCHD3,926.0
RGL1,186.0
RABL3,919.0
SQLE,1033.0
LOC106509181,944.0
FAM91A1,465.0
IBTK,720.0
NME9,804.0
DSCC1,772.0
LOC100626276,578.0
ELF1,466.0
GPAA1,671.0
CELF3,883.0
PI15,99.0
CHRNB1,622.0
PICALM,584.0
SLA-DQA1,253.0
RAB30,779.0
LOC102168016,889.0
LEMD2,647.0
N4BP2L1,940.0
ALS2CL,1204.0
KRT10,788.0
DNAI2,766.0
LOC106508237,982.0
RARB,950.0
LOC110262252,894.0
PRKACA,861.0
TMX1,703.0
CWC27,762.0
DCUN1D3,682.0
SLC9A9,324.0
P2RX3,915.0
PAN2,755.0
TOGARAM1,565.0
SERINC1,595.0
TRIM28,774.0
RANBP9,740.0
PKLR,815.0
LOC110259239,1004.0
RPL9,820.0
EZR,684.0
CHEK2,641.0
USF2,747.0
ZBTB47,962.0
LOC106507156,858.0
ALCAM,906.0
LOC100623116,737.0
LYVE1,137.0
LSM8,1034.0
LOC110257726,1174.0
BTRC,907.0
ARPIN,790.0
LOC110255830,844.0
LOC110261691,919.0
GRN,475.0
CEBPZ,749.0
CSAD,816.0
COBLL1,676.0
ASB5,753.0
LNPK,837.0
DEDD2,752.0
LOC110255516,793.0
LOC110257412,813.0
LRP10,520.0
LOC110256001,722.0
LOC110260702,1141.0
SSBP4,293.0
C7H6orf229,732.0
LOC102161916,1185.0
PDZD9,934.0
PFKFB4,1041.0
RHBDL2,848.0
LOC110255426,773.0
LOC100155468,744.0
LOC100522725,775.0
GPAT4,1050.0
AP5Z1,669.0
MAP3K21,692.0
NEK9,643.0
DTX2,722.0
NXPE2,792.0
NISCH,687.0
PGM2,741.0
GPR75,801.0
SIMC1,883.0
PDSS2,795.0
ACTN1,968.0
HRC,1235.0
NAALADL1,860.0
LOC102158799,829.0
ERMARD,817.0
ODF2,804.0
PDGFD,509.0
PPP2R5A,740.0
FEM1B,705.0
SGTB,919.0
LOC106507220,845.0
LOC100622535,1241.0
WBP1L,722.0
LOC110260981,672.0
PARD3,642.0
FXR2,954.0
LARS,743.0
RAB3GAP1,977.0
ZNF608,833.0
SLC12A9,637.0
TUBA1A,382.0
LOC110261689,826.0
IWS1,768.0
LOC100516295,499.0
ING1,900.0
MAFB,211.0
ACAD10,908.0
SRGAP3,708.0
LOC106509334,852.0
FAM13C,980.0
SPATA2,725.0
TRIAP1,788.0
CAV1,428.0
CSPP1,602.0
LFNG,230.0
AEBP2,621.0
DOK7,1035.0
SYNC,824.0
PHLDA1,623.0
VCAM1,166.0
LOC110259405,801.0
LIMA1,114.0
MXRA8,270.0
STARD3NL,731.0
ARL6IP1,726.0
ARL11,758.0
LOC102163526,957.0
USP14,782.0
KIAA0513,517.0
IL11RA,858.0
ZMYM6,593.0
KMT2D,687.0
LOC106506477,781.0
YME1L1,727.0
LOC106507303,617.0
LOC102723301,1903.0
EHD4,851.0
RARRES2,157.0
ADPRHL1,1087.0
LOC102167294,679.0
RAD54L2,645.0
LOC110259241,885.0
TAOK2,458.0
LOC102159995,790.0
GCK,1019.0
LOC110261526,962.0
ZFYVE28,809.0
ERICH6B,770.0
LOC100624191,684.0
COASY,758.0
LOC106508334,941.0
ZNF131,712.0
ASB11,1098.0
FAM13A,477.0
RMND5A,790.0
ALDH1L2,570.0
RNF139,902.0
NAB1,607.0
DIP2C,894.0
FAN1,688.0
LOC110257576,765.0
LOC110259333,1182.0
EGLN1,709.0
CHCHD6,809.0
ARMC1,518.0
CUL4A,774.0
NDUFC2,1036.0
LOC100738955,890.0
ANKRD27,747.0
LOC110256581,914.0
LOC110262246,866.0
LOC100738003,388.0
TBCE,705.0
GALNT11,679.0
CASZ1,1254.0
PPM1L,893.0
TENM3,1092.0
LOC110262081,822.0
LOC106510452,805.0
CBX6,519.0
EIF5A,773.0
TTC23,1217.0
OSBPL9,705.0
LOC110260387,743.0
NEIL2,774.0
CSE1L,743.0
LOC110261268,1139.0
PTPN21,947.0
ATL2,547.0
USP48,657.0
PIR,917.0
CASP2,747.0
MDN1,805.0
FEM1C,704.0
ENG,260.0
TMEM134,976.0
LOC106508849,523.0
LOC106509384,1007.0
ANKLE1,835.0
LOC110259932,851.0
SELENOK,739.0
ECHS1,668.0
LOC106505735,754.0
TM9SF3,563.0
SULT1E1,955.0
ATP9A,646.0
CEP112,382.0
LOC100524727,958.0
LHFPL5,773.0
FARP2,650.0
SNTA1,1130.0
LDB1,651.0
IDH2,1075.0
LOC110259349,755.0
AFTPH,645.0
RSL24D1,725.0
B3GNT9,806.0
RBM45,567.0
RWDD1,591.0
RBM38,1038.0
LOC110256119,868.0
MTF2,710.0
ZFAND6,563.0
PDE4A,758.0
POMT2,746.0
HDGFL3,531.0
RAPH1,370.0
LOC100739688,918.0
SORT1,1121.0
FYN,402.0
SYT17,957.0
TMEM259,780.0
UBL3,518.0
LOC102159363,814.0
MKNK2,823.0
KCTD9,433.0
ZBED3,780.0
NCOA6,658.0
LOC102165609,1804.0
GPSM2,629.0
TRPV2,621.0
LOC110257905,219.0
KIF26B,1017.0
RNF10,592.0
THAP2,669.0
GNAO1,855.0
LOC102157807,879.0
TMEM135,541.0
MILR1,830.0
LOC100620814,734.0
RAI1,909.0
GNE,716.0
RHOA,478.0
LOC110259509,851.0
LOC106510468,679.0
INTS6L,749.0
VWCE,881.0
SPATA31D1,830.0
HM13,677.0
UBE4B,846.0
KCND3,782.0
NSD2,623.0
LOC106504338,828.0
NOS1,791.0
GNG8,839.0
CORO6,1125.0
ZC3HAV1L,734.0
CCDC191,669.0
PLAGL2,552.0
WDTC1,739.0
LOC100156967,939.0
SHMT1,422.0
NCL,616.0
C13H3orf67,774.0
DENND6A,604.0
CCP110,525.0
PPT2,632.0
OSBPL1A,648.0
ZNF19,842.0
OBSL1,855.0
LOC110255764,633.0
PRRC2A,690.0
MFF,939.0
LOC110255546,766.0
DFNA5,867.0
PYROXD1,729.0
LOC110260249,847.0
USP53,857.0
METAP2,591.0
LOC100625711,877.0
C14H12orf65,680.0
DARS,725.0
LOC100523244,455.0
SRBD1,724.0
GPR148,846.0
LOC102157696,871.0
PTAFR,746.0
DDX42,539.0
MAGI2,735.0
LOC106504926,917.0
LOC110257285,726.0
LOC100518097,812.0
LOC100737051,726.0
TCOF1,638.0
LOC102166211,767.0
IGF2BP3,627.0
MTMR14,458.0
AHR,699.0
XXYLT1,735.0
LOC106510528,892.0
TOPAZ1,804.0
RNF111,609.0
RIMKLA,682.0
VDAC2,900.0
HELLS,361.0
PRNP,639.0
PPP2R5E,760.0
LOC106509133,829.0
SRCAP,664.0
TXN2,937.0
LOC110256741,1015.0
FGGY,752.0
DZIP3,970.0
INPP5K,616.0
LOC102158191,647.0
TFEC,608.0
COX6B,1044.0
EFCAB1,1281.0
LOC110261247,835.0
SCAI,580.0
LOC110261940,838.0
PCMTD2,798.0
HSD17B4,911.0
POPDC2,1406.0
SORBS3,324.0
FLRT2,289.0
KRAS,620.0
MORF4L2,819.0
NAALAD2,1112.0
ART4,381.0
ANKRD40,778.0
LOC110261527,1001.0
DHX29,567.0
PGRMC2,737.0
LOC102163721,653.0
S100A10,316.0
LOC110260827,587.0
LOC106508141,564.0
LOC110261422,755.0
LOC110256020,938.0
CD300A,721.0
MAU2,719.0
SMARCE1,572.0
LOC102167618,809.0
NTSR2,904.0
PPWD1,678.0
LOC110255622,844.0
AZIN1,872.0
LOC110255582,845.0
B3GALNT2,771.0
PPP1R35,954.0
LOC110261275,766.0
ATP5J2,910.0
DSEL,100.0
PSPN,799.0
PRKCB,367.0
LOC110260921,1054.0
RILPL2,775.0
LOC100523684,809.0
ATP5G1,1034.0
HAND2,1108.0
LOC102165237,628.0
ALMS1,668.0
LOC110255537,1167.0
THUMPD2,743.0
VPS41,781.0
ERBB4,1109.0
SESN3,223.0
APLP2,489.0
SLC27A6,116.0
CD34,294.0
LOC100519808,886.0
IFT88,457.0
CHST7,535.0
COMT,1219.0
ZNF428,705.0
C17H20orf194,681.0
CUL5,678.0
GGA2,908.0
ANKRD49,505.0
LOC110255698,878.0
RFXAP,726.0
PTPRA,673.0
LOC106510193,717.0
LOC100517800,876.0
NUP62CL,704.0
TMEM131L,775.0
SLC22A13,790.0
SPTLC2,799.0
FOXH1,811.0
LOC106508944,985.0
EPHA6,904.0
XPO6,627.0
UFL1,694.0
TMED10,645.0
RAB2A,488.0
LOC106510388,861.0
PSMD2,655.0
LOC110261129,782.0
MCRIP1,697.0
LOC110257138,757.0
CLPTM1L,622.0
DCX,671.0
