,aggregate_gene_expression
SCARF1,911.0
RND3,292.0
LOC102160511,695.0
TIFA,887.0
NRDE2,661.0
KYAT1,1113.0
GPX4,1261.0
RNH1,643.0
THOC7,856.0
C12H17orf78,736.0
SEMA4D,1203.0
SMIM8,904.0
PPP1R3A,1311.0
LOC110261211,965.0
TRAF3IP3,919.0
SSH2,504.0
MTSS1,613.0
LOC106508920,792.0
TTPA,781.0
PECAM1,114.0
RFC5,858.0
TOR1AIP2,731.0
TRPC4AP,762.0
LOC110255800,990.0
FBRSL1,934.0
PTPRD,322.0
TP53INP1,323.0
ABLIM2,848.0
FAM26E,849.0
ADGRG7,681.0
SORCS3,1029.0
MED24,1053.0
LIMCH1,821.0
ITGB1BP1,557.0
POLR2D,687.0
STUM,842.0
SLC7A2,985.0
ARFGEF2,1029.0
LOC100739565,805.0
PRKAG1,1609.0
ENPP5,804.0
CTNNA1,647.0
RINL,700.0
SUN1,776.0
USH2A,653.0
MTHFD2L,1056.0
LOC110255808,759.0
MLPH,1103.0
PCBP2,586.0
LOC102162612,927.0
BMPR1A,877.0
ZSCAN30,932.0
LOC100514807,741.0
LOC102160044,1144.0
CRYAB,1074.0
PERM1,1436.0
CHD8,488.0
ZFHX3,228.0
SENP2,665.0
NRBP2,584.0
TTLL11,687.0
BMPR1B,755.0
CNBP,1160.0
LOC110261291,825.0
LOC106507302,1050.0
IFI6,268.0
LOC100525024,819.0
PEA15,776.0
VPS54,653.0
C1QC,44.0
MCFD2,1299.0
KIAA1211L,692.0
KIAA1551,367.0
UBE2E2,819.0
NCAM1,990.0
LOC110260373,688.0
LOC110256546,737.0
LOC100737508,748.0
SNX13,802.0
CRHBP,728.0
BCL6,996.0
ODF2L,696.0
LATS1,949.0
ATG10,959.0
NCOR2,577.0
TXK,692.0
CPT2,714.0
CHD4,822.0
NRXN1,585.0
MFN1,1001.0
LOC110260299,821.0
FRY,1245.0
LOC100525309,559.0
ARID1A,691.0
SECISBP2L,622.0
TLCD2,994.0
OCIAD1,935.0
LOC102160252,674.0
LOC100517727,908.0
DEPTOR,541.0
LRRC58,686.0
TAF7,790.0
PCSK9,1008.0
SLC10A7,738.0
KLHL28,530.0
LOC102159225,623.0
HSPA5,465.0
FAM49A,709.0
MYH10,670.0
SHC3,852.0
LOC110261244,905.0
SLC2A4,1772.0
LOC106509666,939.0
NAA25,980.0
BTG1,511.0
AFF3,361.0
PDE9A,709.0
GPR17,903.0
PRDM2,717.0
LYSMD3,668.0
LOC110256885,1035.0
UTP6,733.0
RSBN1L,695.0
TIGD4,532.0
SNAPC1,1277.0
SS18L2,749.0
LOC106506480,651.0
GPR171,691.0
AMFR,802.0
PTTG1IP,433.0
LOC106507157,859.0
LOC102164667,1415.0
DDHD1,789.0
FOXRED2,614.0
LRRC73,546.0
RBM3,1806.0
MED1,594.0
SUDS3,714.0
LOC110256990,939.0
SBNO1,833.0
TSC22D2,1063.0
SDR9C7,855.0
LOC110255994,894.0
TLL2,709.0
DRAXIN,662.0
GLRX3,738.0
BCAR3,738.0
TMEM159,892.0
GAS1,122.0
SMIM10L1,1343.0
DUS4L,701.0
SAFB,1012.0
SPHK1,796.0
ELOVL7,714.0
KLHL6,898.0
TMPRSS4,571.0
NFKBIZ,69.0
CEACAM1,993.0
LOC106509872,1030.0
TM2D2,583.0
CUL9,928.0
LOC100625251,722.0
PPARGC1B,1565.0
MS4A7,30.0
LOC110257536,555.0
AGT,177.0
NID2,1075.0
C5H12orf45,631.0
GTF3C3,630.0
NCBP2,840.0
LOC110261651,722.0
NDUFA5,1030.0
ZNF800,622.0
CNTN3,596.0
CMKLR1,502.0
PLAG1,797.0
IMPACT,752.0
ABHD2,627.0
LOC110257116,779.0
LOC106505648,1123.0
STARD9,597.0
SUZ12,557.0
PDS5A,509.0
LOC110255287,974.0
RNLS,843.0
LOC110255347,762.0
HSPB8,657.0
ATAD2B,858.0
ACSL1,1403.0
LOC102158585,697.0
MICU2,532.0
LOC110260751,794.0
ZZEF1,800.0
MTCH1,357.0
PTPN14,607.0
TLR2,454.0
UBASH3B,505.0
CTSV,405.0
RALGAPA1,738.0
PDE7B,237.0
LOC100625214,689.0
LOC110261208,1348.0
MAPK6,941.0
NT5C1A,1073.0
SNX6,427.0
RTTN,750.0
CUX1,973.0
ITGAV,724.0
PARP11,711.0
SERPINH1,448.0
FAM200A,787.0
LOC102157806,771.0
ENTPD5,667.0
PPP2R1B,482.0
SPAG7,842.0
ABCC2,671.0
SUMF2,841.0
MAP1B,1174.0
FUS,641.0
ZNF750,863.0
LOC102165038,729.0
MCM8,743.0
SEC22C,767.0
FBXO30,729.0
GNGT1,593.0
BACH2,611.0
IGF2BP2,412.0
ZNF425,649.0
C2H1orf35,828.0
CCND2,735.0
SSR1,600.0
COQ6,815.0
KCNH5,840.0
SERAC1,660.0
OSBPL11,1067.0
LOC106509267,653.0
ANAPC7,625.0
EXO1,782.0
LOC110260747,626.0
SYNJ2,758.0
POLR2B,730.0
PCNX1,743.0
PTPRK,1078.0
TLK1,612.0
RAB22A,745.0
LOC100626318,526.0
FLII,1127.0
DNAJB5,597.0
RTF1,693.0
LOC106510284,725.0
IRF2,392.0
SGCD,2433.0
CTSD,1045.0
HHLA2,879.0
PLEKHM3,1174.0
C5AR1,776.0
ZBTB26,846.0
PINX1,849.0
CREBBP,613.0
ADPRM,724.0
MESP1,690.0
CORO1C,982.0
TNRC18,457.0
HSPA8,477.0
LOC110257407,857.0
FAM98A,755.0
NDE1,651.0
SLC17A4,821.0
TPCN2,983.0
KHSRP,768.0
PRDM5,475.0
LOC110256016,750.0
SPAG8,716.0
ICK,745.0
ATE1,839.0
SAMHD1,493.0
LOR,891.0
RNF24,611.0
GATAD2B,625.0
ESRRA,1622.0
PRKD2,607.0
TRMT2B,805.0
ABHD14A,746.0
RPL22,710.0
GRAP2,646.0
LOC110260707,563.0
DPF3,1551.0
GALNTL6,813.0
UGDH,612.0
RBFA,788.0
SNRNP35,789.0
TMPPE,716.0
RAB3GAP2,557.0
LOC106507542,913.0
SUCLG1,761.0
KDM7A,498.0
LOC106507664,738.0
CDK11B,638.0
AKAIN1,747.0
LOC100523190,569.0
IQUB,844.0
KPNA4,706.0
RBBP7,772.0
FNIP1,624.0
RASA1,628.0
PPP1R3C,1176.0
KDM5B,655.0
LOC106506905,757.0
RNF44,707.0
MYT1,1093.0
RFT1,623.0
EXOC3,606.0
PTBP2,693.0
BRWD3,655.0
SERPING1,154.0
CCK,3770.0
SCN5A,1363.0
LOC110262108,787.0
IQSEC1,818.0
S100PBP,517.0
LOC106510525,675.0
GGTA1P,357.0
LOC102165933,749.0
GNAL,656.0
ZNF395,397.0
MMP2,123.0
CLCN3,1039.0
FBXO11,590.0
ATP1A2,660.0
ZNF532,802.0
LOC110261240,742.0
C6H16orf46,715.0
HTR7,726.0
ZNF667,650.0
LOC110260061,812.0
CKMT2,1085.0
LOC100623441,903.0
GET4,1045.0
GP9,858.0
CORO2B,640.0
MLF1,1112.0
NLGN3,799.0
MRC2,82.0
LOC100738864,557.0
EIF3J,707.0
LOC106509530,715.0
LOC102158077,666.0
STAM2,790.0
PJA2,867.0
ZRANB1,708.0
JOSD1,518.0
NNT,1452.0
DUSP7,839.0
CTDSPL2,630.0
PCDH12,762.0
DSC2,1042.0
ZNF318,801.0
DHRS3,486.0
SHISA3,718.0
LOC102159389,759.0
MYH2,707.0
CEP162,398.0
SUMO2,545.0
MAP3K2,534.0
TARS,686.0
LOC100736945,755.0
GNL3,715.0
RPS6KB1,580.0
TRIM4,586.0
LOC102164581,771.0
GALNT13,780.0
APPL2,863.0
OPA1,748.0
NDUFB3,1311.0
LOC110261985,780.0
BCHE,985.0
ANXA11,614.0
CAPRIN1,726.0
RBL2,524.0
NOP56,1021.0
EEF1AKMT2,991.0
LOC106510042,936.0
DMPK,1396.0
C12H17orf62,1138.0
PARS2,745.0
PTPRC,66.0
HADHB,3300.0
LOC106504346,686.0
LOC102164776,766.0
SIRPA,734.0
LOC102161970,876.0
LOC106510270,841.0
LOC102166961,1681.0
WRNIP1,890.0
DISP1,634.0
LOC110261182,1097.0
C15H2orf80,861.0
TPM4,181.0
TSC22D3,157.0
JPH2,1103.0
LANCL3,797.0
NDUFA13,1083.0
SCARB2,394.0
BIVM,813.0
FGFR1OP,636.0
SF3B2,627.0
CBR4,517.0
RHOBTB1,1024.0
TSPAN8,884.0
OAZ1,689.0
CSNK2A2,591.0
LOC106506716,707.0
DCAF16,837.0
VGLL3,305.0
LRR1,801.0
SH3GLB1,647.0
TWF2,466.0
MDGA2,978.0
DSG2,595.0
USP36,579.0
BBS12,622.0
CCDC38,598.0
GLCE,424.0
WAC,518.0
LOC110261314,731.0
PTGES3,991.0
DENND4B,705.0
C8H4orf46,710.0
MTR,711.0
ETS1,124.0
DCAF6,1220.0
KCTD6,668.0
CNTRL,651.0
CTSZ,344.0
LOC106507459,2110.0
CX3CL1,852.0
HTR2A,775.0
LOC110261504,804.0
METTL21C,951.0
CCDC50,477.0
LOC100522040,615.0
ADAM22,113.0
RAC1,332.0
RER1,626.0
ABCA1,329.0
CD200R1L,610.0
LOC100520903,235.0
LOC110257136,196.0
ANXA5,137.0
LOC110262179,825.0
ATP1B1,1931.0
CNDP1,720.0
RPL21,622.0
SLA-DQB1,94.0
LOC110256983,673.0
TRIM40,805.0
MCUR1,702.0
KIAA0232,890.0
PROSER1,630.0
TRIM8,436.0
FBXO40,806.0
NUDT13,520.0
PRKACB,558.0
DBNDD2,799.0
DIS3,666.0
KCNA6,698.0
LOC102160303,597.0
CUL2,687.0
LOC110257234,561.0
TCP11L1,603.0
CCNL1,562.0
LOC102166684,713.0
GOLIM4,602.0
DOK6,514.0
RIC3,914.0
ZC3H4,673.0
LPIN2,582.0
LAMP1,462.0
CCDC60,703.0
FANCG,991.0
SLC6A13,535.0
RASSF8,726.0
ZNF432,550.0
ENTPD3,584.0
RIPK1,398.0
LYN,321.0
ZNF697,690.0
MPP7,1146.0
RBX1,613.0
LOC110259713,774.0
HMGCLL1,1300.0
FREM2,650.0
RPUSD1,750.0
KYAT3,635.0
HFE2,833.0
PHRF1,688.0
PHACTR4,626.0
FBXO6,491.0
LTF,657.0
PTPRE,476.0
EIF2S2,547.0
SS18,714.0
LOC102165722,905.0
LOC100738653,743.0
ANKRD46,670.0
CEP83,574.0
LMLN,382.0
KIF1C,883.0
LOC110256946,562.0
PDCD6IP,340.0
PALM2,1521.0
RB1,689.0
KBTBD8,620.0
AFDN,725.0
SP3,312.0
AMOTL2,814.0
TMEM165,704.0
NT5C3A,611.0
GINS4,989.0
EPM2AIP1,982.0
LOC102166141,633.0
DDX1,631.0
HBP1,852.0
LOC106507923,731.0
LOC110255803,910.0
WWP1,739.0
LAMP3,575.0
RIC1,694.0
RFX1,864.0
GLI3,399.0
LOC100516280,390.0
CUL3,679.0
ENTPD6,888.0
KIN,710.0
LOC100155266,701.0
CSNK2A1,570.0
DYNC1LI2,565.0
RRP36,606.0
PLA2G4E,1090.0
MIS18BP1,595.0
RNF216,565.0
POSTN,143.0
CTBP2,451.0
TTF1,608.0
LOC110261077,502.0
FBXO7,855.0
LINGO2,592.0
LOC100738112,772.0
NBR1,710.0
MPND,694.0
ADGRL2,448.0
ALKAL1,604.0
FOSL2,570.0
PLEKHA8,772.0
RASGEF1C,772.0
SMARCC1,534.0
ELF2,654.0
LOC110257484,854.0
ANKRD50,906.0
RCN2,723.0
UBL4B,554.0
LOC100158040,691.0
TP53BP2,755.0
LOC102164805,944.0
RBM33,701.0
SNRPG,739.0
LOC110260826,1057.0
SUGT1,701.0
HLTF,794.0
LOC106505184,962.0
LOC110255502,772.0
PIGN,682.0
EIF3A,779.0
PFDN1,788.0
ANOS1,687.0
KCNK6,648.0
LOC106510061,723.0
YTHDF3,556.0
LOC110257659,715.0
LSG1,817.0
LRP8,521.0
FAM120A,790.0
SPDEF,803.0
HMBOX1,553.0
FZD4,282.0
VPS4B,498.0
LOC102166963,698.0
LOC110260695,747.0
ADAM19,601.0
C7H6orf132,658.0
CWC22,553.0
LOC102165359,628.0
SPRED1,171.0
LOC106504276,639.0
EEF1B2,337.0
LOC110262229,672.0
RASSF1,209.0
DIP2B,447.0
RPL23A,520.0
RDH12,610.0
ZNF554,741.0
SACM1L,452.0
CD46,289.0
SLC4A9,567.0
DOCK1,688.0
GDI1,250.0
CEP76,603.0
LOC110259346,904.0
ARHGEF19,396.0
LOC100524873,1298.0
RBM10,913.0
CEBPG,397.0
PRKCG,892.0
LOC106508476,661.0
SHOC2,616.0
MAN2A2,800.0
NLGN1,644.0
EXOC6B,518.0
SMYD4,606.0
CAPNS2,548.0
FAM20C,662.0
MAGI1,593.0
MRGPRX2,712.0
RGL2,674.0
PLA2G16,545.0
RETSAT,736.0
LOC110259827,813.0
TMEM144,1551.0
LOC110257476,544.0
ANKRD11,534.0
RTP3,1048.0
ADAM9,384.0
MKL1,446.0
DNMT1,1180.0
NCBP3,769.0
MAP4K5,440.0
TMEM234,540.0
LOC110256108,600.0
ARHGAP35,556.0
RC3H2,453.0
PAN3,473.0
SLC35F6,484.0
GLE1,588.0
LOC110260615,789.0
SLCO3A1,718.0
RNF103,716.0
CISD1,966.0
ETV4,690.0
SLC7A11,567.0
CASC3,745.0
S1PR2,563.0
RPL17,603.0
AHCTF1,652.0
UGT1A6,957.0
LOC102159288,883.0
SETDB1,801.0
NALCN,686.0
KANSL2,712.0
ATP5C1,1073.0
SIRPB2,663.0
ANKRD33B,739.0
HSPB7,1502.0
ST6GALNAC1,902.0
NUP210L,719.0
SLC2A11,1088.0
PLLP,860.0
CCL24,54.0
SNX29,572.0
B4GALT1,517.0
CHCHD10,1514.0
PPP2R2A,657.0
LOC110260353,631.0
PCNX4,561.0
LOC110255499,767.0
P4HA2,486.0
MBTPS1,501.0
LOC110260013,642.0
RPS5,505.0
LOC100621701,935.0
CDC26,525.0
SPATS2L,517.0
LOC102160363,558.0
FAR1,527.0
LOC110256046,877.0
TCEA1,731.0
PATL1,566.0
NIP7,754.0
GIGYF2,697.0
DPYSL2,280.0
KLHL36,1068.0
LOC110262186,413.0
ASB14,548.0
INTS6,850.0
PCP4,1849.0
ADCYAP1R1,1094.0
F2R,535.0
LOC102158661,753.0
SRSF3,872.0
LOC102161036,1015.0
SEC22A,649.0
APOLD1,499.0
LOC106505658,707.0
LOC106509717,528.0
WDR26,798.0
PALLD,887.0
PANK2,741.0
VPS9D1,1301.0
FBXW11,599.0
CDH13,1394.0
TBC1D4,735.0
MICU1,872.0
RPS6KA6,704.0
TCTN3,609.0
LOC100154179,623.0
FOXP2,935.0
PTN,38.0
PMS1,1409.0
NINJ1,493.0
SLC1A3,546.0
AP2B1,524.0
PEG3,431.0
PIK3C2G,737.0
AMBP,824.0
TPM3,283.0
ENOPH1,579.0
LOC100513557,681.0
ARFGAP1,923.0
FAM45A,572.0
ZDHHC21,655.0
KCTD16,467.0
LOC100522670,743.0
LOC110260188,768.0
OXSR1,387.0
POP5,684.0
SMURF2,369.0
NAA35,666.0
LOC110257546,537.0
FYTTD1,689.0
LOC100628140,570.0
ACP7,741.0
ACACB,1020.0
SNX24,817.0
NCF4,489.0
LOC110257938,518.0
REEP1,831.0
OTUD4,610.0
NEU3,570.0
ASCC3,518.0
COX6C,773.0
ALG9,686.0
CCDC71,645.0
KDM6A,1227.0
TBC1D9,793.0
CLU,142.0
LOC110256159,844.0
RBM4,796.0
MPP5,441.0
CIAO1,617.0
SGCG,550.0
TNK2,788.0
LOC106506243,666.0
ZNF382,701.0
HEY2,667.0
ZSWIM1,682.0
LOC110259830,697.0
ATP5F1,941.0
LOC106508844,619.0
GOLGA2,483.0
RNF157,596.0
HES2,785.0
EIF3D,701.0
TTC21B,493.0
FAM133B,981.0
WWC3,622.0
STARD10,911.0
CEP97,690.0
CEP290,465.0
PNPO,612.0
RBM41,499.0
PKIG,1053.0
FAM126B,821.0
LOC102162058,925.0
PPP3CA,303.0
LOC110259512,842.0
TMEM168,946.0
SMC3,535.0
SPON1,193.0
P2RX5,1056.0
BCAT1,372.0
EFEMP1,305.0
BMX,658.0
LOC100511338,699.0
POMP,565.0
SQOR,502.0
DYNC1I1,778.0
C14H22orf39,701.0
SMG7,691.0
LOC106508391,614.0
LOC102165602,609.0
ACOX2,1092.0
TMEM253,629.0
MAP3K8,351.0
PSIP1,440.0
KLHL4,800.0
FHOD1,1868.0
DCSTAMP,800.0
RAD50,521.0
C8H4orf17,813.0
LRRC8E,707.0
LOC106506214,582.0
HGSNAT,477.0
C2H11orf58,840.0
STOX2,255.0
FNBP1,139.0
IPP,657.0
MYADM,230.0
FAM189A2,1134.0
TOP3A,354.0
VPS8,423.0
IP6K1,814.0
AIMP1,671.0
CHD3,122.0
LOC106505057,625.0
PGLS,690.0
LOC106508578,796.0
LOC110262194,705.0
LOC110259907,673.0
ZNF672,872.0
DECR1,952.0
TP53BP1,678.0
ARL6IP4,618.0
LOC110259443,898.0
ABHD17A,680.0
IGF1,95.0
PRKCQ,531.0
LOC100518800,772.0
OXTR,604.0
CDC40,596.0
IRF6,653.0
SMARCD1,582.0
DNAJB6,972.0
RAB29,894.0
ILK,757.0
LOC100514051,770.0
TNFRSF12A,325.0
LOC102160963,779.0
LOC110261575,724.0
HDAC5,1021.0
GPR146,523.0
GLIS3,509.0
LOC110257656,702.0
LOC106510223,656.0
LOC100626988,522.0
CEP135,281.0
GUCY1A3,356.0
ACVR1C,670.0
ENO4,605.0
LOC110259342,986.0
LOC110261041,475.0
SRGN,76.0
THAP5,540.0
POFUT2,394.0
LOC106504796,349.0
SAXO2,492.0
SLC40A1,402.0
JUNB,291.0
LOC102166940,669.0
KLB,623.0
LOC106505376,688.0
MPC1,1029.0
RASA2,348.0
ABRA,297.0
WASF3,144.0
MED12L,324.0
SPG11,404.0
ATCAY,663.0
NUDCD3,653.0
MPST,556.0
LOC110262219,624.0
SLC25A43,645.0
DZIP1L,914.0
PDGFRB,103.0
CDO1,606.0
LOC100521666,626.0
LOC110256596,686.0
POU2F1,549.0
UBR4,603.0
LOC110262076,626.0
LOC110256829,705.0
ZBTB4,474.0
LIMD1,691.0
ALS2,863.0
PRKX,502.0
TAGLN,101.0
RIBC1,615.0
DYM,994.0
LOC110256485,702.0
AES,666.0
BAZ1B,737.0
ALG14,459.0
LOC110255895,561.0
LOC110259525,465.0
COL8A1,84.0
LOC102159045,694.0
LOC106504680,421.0
UGCG,367.0
LOC100524517,882.0
KAT2B,670.0
EDNRB,317.0
LOC102157484,632.0
CLDND1,540.0
LOC102158888,603.0
TMED4,671.0
LOC102168077,768.0
LOC102166593,595.0
LOC110255833,624.0
ZNF389,907.0
GPR161,471.0
TMEM186,715.0
PISD,800.0
MIA3,455.0
SMARCA2,456.0
ARHGAP29,217.0
SLC16A5,645.0
DENND4C,421.0
DCTN2,657.0
UBE2O,668.0
LOC110259984,510.0
LOC100516606,1007.0
OTUD7A,625.0
MTHFD2,720.0
ETV1,199.0
ARMC9,687.0
LOC102163670,708.0
RWDD4,581.0
LOC110256032,517.0
LOC106504178,405.0
LOC110261320,658.0
PTPN12,433.0
LOC110255466,662.0
LOC110257533,584.0
NANP,427.0
SLC1A2,686.0
LOC110261533,715.0
LOC102164525,592.0
FAM89A,696.0
ABHD14B,253.0
ICA1L,542.0
EIF4B,702.0
GEMIN7,585.0
RXFP1,1093.0
ACADM,955.0
OXCT1,1594.0
KANSL1,516.0
PRCD,534.0
IGSF9B,782.0
HSPB2,687.0
ANXA2,79.0
ZNF643,532.0
DVL1,568.0
RUFY3,301.0
RAMP1,1314.0
LOC106505353,556.0
SYNJ1,208.0
MEF2B,542.0
FOXRED1,1057.0
ABI2,260.0
KDM3A,663.0
CENPL,561.0
ZNF507,554.0
LAMTOR5,544.0
LOC100524713,751.0
LOC110260259,406.0
LOC110261051,576.0
C13H21orf33,964.0
HAL,585.0
U2AF1,629.0
HACD1,1168.0
YIPF6,393.0
COL4A3BP,501.0
STAT5B,568.0
AK6,816.0
RCE1,525.0
ZNF652,364.0
TIAF1,905.0
LOC110262097,754.0
TRMT1L,492.0
METTL2A,270.0
SRPK1,432.0
LOC110260440,635.0
LOC102168143,540.0
RCBTB2,488.0
MLST8,749.0
SLC25A23,873.0
IKZF1,445.0
ITIH5,155.0
SYTL5,618.0
LOC100516480,940.0
SLC25A28,674.0
MFSD9,490.0
GAS7,63.0
PITRM1,834.0
NXF1,518.0
SSR2,388.0
KLHDC7A,612.0
OXR1,1143.0
LOC110256057,1138.0
HIVEP1,559.0
RPL27,509.0
LOC102164131,693.0
LOC110257520,568.0
LOC100514656,835.0
ELOF1,524.0
SLA-7,302.0
RPS23,472.0
LOC106510424,502.0
CATSPERG,629.0
IQCH,606.0
LOC110255504,621.0
GOT1,1537.0
CDC25B,563.0
OCIAD2,637.0
EOGT,833.0
WDR37,1139.0
CADPS2,611.0
LOC100515112,593.0
DYRK2,772.0
VLDLR,834.0
IKBKB,567.0
GPBP1L1,598.0
ARPC4,313.0
GRAMD4,922.0
LOC100621803,464.0
MACROD2,819.0
NDEL1,2277.0
LIPT2,762.0
MAGI3,490.0
LOC110259908,953.0
TCF21,57.0
GREM2,654.0
MARK2,659.0
KAT6A,445.0
HMMR,570.0
LOC110259915,410.0
CYP24A1,717.0
LOC110255361,422.0
NECTIN2,660.0
ATP8A1,1096.0
MPP6,844.0
LOC102167305,509.0
LOC106505418,726.0
SAAL1,488.0
SLC25A37,724.0
GRAMD1B,793.0
RAPGEF5,1911.0
PPFIA4,1170.0
TCAIM,846.0
DGCR8,666.0
PDE5A,244.0
CEP63,627.0
OGFOD1,663.0
TNKS2,743.0
FBF1,1138.0
MTRR,594.0
CPNE1,251.0
LOC110260090,602.0
TGOLN2,363.0
QRICH1,679.0
ACSM2B,537.0
MYEF2,436.0
PTGIS,78.0
PTOV1,714.0
KTI12,561.0
MBNL3,735.0
PRKD3,438.0
CASC1,505.0
WDR43,607.0
CD164,442.0
TINAGL1,892.0
LOC106508288,635.0
CEP57,1093.0
DNAJA1,337.0
LOC110259545,491.0
TRMT61B,494.0
MORF4L1,485.0
PI4KA,662.0
KDM1A,724.0
ETFB,742.0
CDCP1,455.0
TTC37,495.0
LOC110256586,670.0
PCYOX1L,617.0
KCTD7,699.0
ILKAP,496.0
FAM216B,605.0
IGFBP6,86.0
SUSD6,359.0
LOC100519098,68.0
FRMD3,197.0
LOC100523964,262.0
LTN1,421.0
PDPR,665.0
SCUBE1,635.0
LOC100514469,923.0
PSTK,453.0
ADGRA3,415.0
PBLD,492.0
LOC102166910,573.0
UBAP2L,694.0
LOC110259298,571.0
LOC110256604,579.0
TMEM229A,807.0
USP31,211.0
PALMD,847.0
ZFYVE9,614.0
LOC106508978,523.0
IPO7,594.0
MAPK1IP1L,617.0
PDZD2,1145.0
TLK2,471.0
TSPAN17,888.0
CLINT1,504.0
ACTR3B,676.0
LOC106509200,598.0
SLC25A27,87.0
HNRNPH3,528.0
LOC102161099,772.0
SPI1,687.0
ZFP36,186.0
CNTNAP1,442.0
CEP68,532.0
LOC102157622,656.0
MBOAT1,586.0
KIF16B,874.0
CFAP97,525.0
IST1,596.0
RAB11FIP2,371.0
ACO2,1282.0
VPS13A,424.0
SDHA,1188.0
SRPX,119.0
CERK,1235.0
LOC102160367,424.0
C4BPB,915.0
MRPS27,1023.0
FAM135A,658.0
RCN1,415.0
ELK3,141.0
RPL7L1,548.0
LOC110260672,294.0
NOP16,698.0
LOC110255971,658.0
ENO3,1245.0
LOC110261994,868.0
PYGO1,662.0
KCNJ16,440.0
LOC106508808,622.0
GIMAP4,460.0
LOC106507243,517.0
PTPRT,562.0
USP10,628.0
CYFIP1,269.0
SLC35E1,368.0
MASP1,460.0
STAT1,358.0
SENP5,550.0
LOC100517025,609.0
LOC106506530,595.0
LOC100511785,504.0
ATP6V0C,477.0
KLHDC3,1112.0
WNK1,545.0
COL12A1,78.0
ETFRF1,1641.0
MBTD1,595.0
PXDN,173.0
TRAPPC10,478.0
ZNF281,394.0
YPEL3,379.0
UBAP2,674.0
FAM19A4,446.0
KIAA1429,588.0
LOC106506644,561.0
LOC102158392,626.0
LOC110256287,807.0
HADH,904.0
CDC42,345.0
CUL7,412.0
ATP5S,502.0
C13H3orf84,530.0
LDLRAD3,433.0
ARF6,491.0
HEXIM1,627.0
LOC106506878,681.0
EHHADH,597.0
NOX5,467.0
RIN2,299.0
CASD1,445.0
STRADB,1127.0
CYTH3,199.0
DGKI,656.0
PLCL2,478.0
ZSCAN16,827.0
SMARCAD1,548.0
LOC100524613,1016.0
LTB4R,625.0
ARIH1,768.0
SEPT8,418.0
TEFM,655.0
CLASP1,713.0
ACOT11,1488.0
POLR2H,565.0
PTX4,866.0
DBX2,569.0
DENND6B,716.0
RPL12,497.0
RPGRIP1L,388.0
ARMCX3,653.0
AP3D1,665.0
TUBA1B,174.0
CLIC5,939.0
MIGA1,641.0
NFKB1,606.0
NPC1L1,602.0
BTF3,545.0
RAB24,391.0
SLAMF1,625.0
LOC102161631,519.0
TPCN1,558.0
GBA2,1112.0
LOC110257828,264.0
PIK3AP1,481.0
LOC102165975,626.0
MTMR3,572.0
LOC110262224,608.0
LOC110260389,659.0
LOC106507512,562.0
WWC2,558.0
TMEM8A,326.0
WWTR1,720.0
CD44,483.0
STK38,345.0
SPATA22,744.0
ECM1,58.0
LSM5,418.0
SEPT14,667.0
MICALL1,580.0
DYNC1I2,401.0
WNT16,654.0
LOC106507395,458.0
CRIM1,439.0
LOC102161653,540.0
SRSF2,951.0
MSL1,475.0
DTX3,303.0
LOC110259247,741.0
SYNRG,830.0
LMNA,522.0
FUT4,644.0
LOC110255960,562.0
LOC106507341,649.0
NAA15,672.0
LOC110255462,860.0
SLF1,647.0
DUSP18,540.0
YTHDC2,485.0
TBC1D8,899.0
LAT2,352.0
LOC102166460,474.0
POC5,741.0
SERTM1,541.0
LZTFL1,531.0
GIMAP5,464.0
TGFBI,150.0
DHX15,593.0
LAP3,334.0
MMP25,948.0
TDRD1,666.0
PRELP,83.0
NUP98,757.0
SLC2A6,451.0
BIN3,497.0
GTF2E2,518.0
PGAP3,516.0
RUBCNL,301.0
ANKRD23,642.0
FCHSD2,384.0
CRK,588.0
NR2F2,57.0
LGMN,225.0
CNTLN,598.0
MTFMT,473.0
PACSIN3,933.0
PPP1R42,640.0
LOC110257519,608.0
PRPF6,544.0
IFNAR2,315.0
LOC110255857,278.0
ADAMTS1,99.0
PPP1CB,580.0
ABRAXAS2,522.0
SNAP23,532.0
HMGN2,431.0
TCF7,514.0
ADAM11,656.0
TFAP4,573.0
LOC110257001,721.0
MIB2,531.0
DDX21,629.0
LOC110261469,436.0
BCL2L11,610.0
PDGFC,564.0
SDHB,1061.0
FMNL3,432.0
STOM,204.0
LOC106505102,576.0
HSP90AB1,449.0
ULK1,619.0
LOC110261588,784.0
SMIM10,559.0
DPP4,1028.0
LOC110257516,569.0
ZMYM2,512.0
RAD23A,796.0
TGS1,613.0
USP54,771.0
LOC100523747,626.0
ANKIB1,535.0
SLAMF8,665.0
LRRC45,478.0
LOC100158035,585.0
SLA,590.0
EPHA10,670.0
ZNF706,495.0
C3,36.0
PTDSS2,861.0
MUT,608.0
ELMO2,215.0
PHYH,358.0
DUSP22,776.0
LOC102162728,514.0
PMP22,100.0
ST13,341.0
BCDIN3D,525.0
IMMT,1039.0
CCDC15,505.0
ABTB1,612.0
TOPORS,767.0
GPR152,554.0
GNB4,328.0
S1PR1,700.0
LOC102164598,476.0
LOC106505670,564.0
TMEM260,406.0
PRKAB2,580.0
LOC110261111,475.0
ARSJ,554.0
TEDDM1,498.0
DNAJC13,441.0
PGRMC1,981.0
ERICH5,577.0
ELF5,1214.0
TEX15,611.0
FAM13B,431.0
