,aggregate_gene_expression
SWT1,733.0
TLN1,501.0
ACOD1,910.0
PHOSPHO2,789.0
KIAA0355,820.0
GATA4,1075.0
ZFP62,694.0
PPIA,1146.0
RAB7B,721.0
ENO1,706.0
LOC110255247,590.0
LOC106509289,775.0
RGS13,1072.0
THNSL1,857.0
LOC110256324,803.0
POGZ,541.0
SRR,885.0
WDSUB1,1098.0
FAM50A,609.0
CDC27,837.0
BMP10,804.0
PRKN,985.0
FAM3C,415.0
SPO11,662.0
AOX4,899.0
LOC110256941,583.0
NME3,1228.0
ANO6,208.0
WRAP73,775.0
LOC110255655,827.0
LOC106509905,748.0
IFITM3,111.0
LOC100153598,797.0
FBXL3,407.0
TM9SF4,968.0
LOC110259533,546.0
ZNF771,904.0
ALG10,1027.0
TBC1D23,664.0
WHAMM,548.0
CACUL1,761.0
NES,375.0
LOC106509843,1263.0
C8H4orf33,855.0
NCAM2,955.0
LOC110261718,582.0
LOC100520248,959.0
RAB3IP,1171.0
ARHGEF5,643.0
ADAMTS6,996.0
HIBCH,719.0
MICAL3,728.0
KLHDC10,878.0
TUBB,2062.0
ITGA10,930.0
FAM19A1,964.0
LOC106506547,377.0
NRXN3,3602.0
LOC106507740,767.0
LOC110255668,773.0
OTOGL,716.0
ZNF329,575.0
CHML,750.0
PITPNB,793.0
PCCA,539.0
LOC106508034,626.0
SOX11,1351.0
CNNM1,620.0
LOC100516424,1116.0
MTUS2,1217.0
VWA2,970.0
ATXN7L1,410.0
LOC110256135,788.0
LOC100621455,1220.0
CCDC28B,874.0
MARVELD2,951.0
LOC110260712,639.0
GFRAL,853.0
LOC110256300,1033.0
TBCK,871.0
TRIP4,778.0
UQCRB,2018.0
GPC3,221.0
PTCHD3,797.0
RGL1,173.0
RABL3,714.0
SQLE,3330.0
LOC106509181,838.0
FAM91A1,606.0
IBTK,1180.0
NME9,819.0
DSCC1,943.0
LOC100626276,528.0
ELF1,412.0
GPAA1,886.0
CELF3,775.0
PI15,61.0
CHRNB1,555.0
PICALM,628.0
SLA-DQA1,101.0
RAB30,946.0
LOC102168016,751.0
LEMD2,535.0
N4BP2L1,617.0
ALS2CL,521.0
KRT10,1315.0
DNAI2,930.0
LOC106508237,1194.0
RARB,980.0
LOC110262252,744.0
PRKACA,1367.0
TMX1,1026.0
CWC27,1415.0
DCUN1D3,977.0
SLC9A9,338.0
P2RX3,1108.0
PAN2,660.0
TOGARAM1,849.0
SERINC1,527.0
TRIM28,666.0
RANBP9,604.0
PKLR,672.0
LOC110259239,777.0
RPL9,1389.0
EZR,736.0
CHEK2,927.0
USF2,521.0
ZBTB47,1096.0
LOC106507156,1200.0
ALCAM,1260.0
LOC100623116,490.0
LYVE1,105.0
LSM8,524.0
LOC110257726,560.0
BTRC,1175.0
ARPIN,676.0
LOC110255830,523.0
LOC110261691,763.0
GRN,642.0
CEBPZ,998.0
CSAD,799.0
COBLL1,591.0
ASB5,731.0
LNPK,1299.0
DEDD2,874.0
LOC110255516,821.0
LOC110257412,929.0
LRP10,520.0
LOC110256001,678.0
LOC110260702,852.0
SSBP4,334.0
C7H6orf229,581.0
LOC102161916,434.0
PDZD9,976.0
PFKFB4,629.0
RHBDL2,670.0
LOC110255426,902.0
LOC100155468,709.0
LOC100522725,1725.0
GPAT4,684.0
AP5Z1,612.0
MAP3K21,795.0
NEK9,723.0
DTX2,690.0
NXPE2,833.0
NISCH,459.0
PGM2,866.0
GPR75,578.0
SIMC1,671.0
PDSS2,1044.0
ACTN1,603.0
HRC,2181.0
NAALADL1,647.0
LOC102158799,882.0
ERMARD,655.0
ODF2,822.0
PDGFD,960.0
PPP2R5A,660.0
FEM1B,1012.0
SGTB,870.0
LOC106507220,1123.0
LOC100622535,1078.0
WBP1L,578.0
LOC110260981,559.0
PARD3,669.0
FXR2,1028.0
LARS,1267.0
RAB3GAP1,890.0
ZNF608,1901.0
SLC12A9,770.0
TUBA1A,621.0
LOC110261689,776.0
IWS1,650.0
LOC100516295,587.0
ING1,1099.0
MAFB,48.0
ACAD10,832.0
SRGAP3,683.0
LOC106509334,852.0
FAM13C,879.0
SPATA2,759.0
TRIAP1,1002.0
CAV1,316.0
CSPP1,573.0
LFNG,142.0
AEBP2,792.0
DOK7,494.0
SYNC,916.0
PHLDA1,1234.0
VCAM1,796.0
LOC110259405,748.0
LIMA1,138.0
MXRA8,298.0
STARD3NL,765.0
ARL6IP1,789.0
ARL11,746.0
LOC102163526,1219.0
USP14,841.0
KIAA0513,625.0
IL11RA,1340.0
ZMYM6,778.0
KMT2D,623.0
LOC106506477,813.0
YME1L1,922.0
LOC106507303,594.0
LOC102723301,666.0
EHD4,652.0
RARRES2,291.0
ADPRHL1,1416.0
LOC102167294,622.0
RAD54L2,609.0
LOC110259241,807.0
TAOK2,401.0
LOC102159995,930.0
GCK,978.0
LOC110261526,751.0
ZFYVE28,838.0
ERICH6B,802.0
LOC100624191,523.0
COASY,651.0
LOC106508334,729.0
ZNF131,852.0
ASB11,1239.0
FAM13A,538.0
RMND5A,1366.0
ALDH1L2,573.0
RNF139,910.0
NAB1,978.0
DIP2C,929.0
FAN1,1282.0
LOC110257576,785.0
LOC110259333,1833.0
EGLN1,702.0
CHCHD6,741.0
ARMC1,487.0
CUL4A,661.0
NDUFC2,3483.0
LOC100738955,1138.0
ANKRD27,551.0
LOC110256581,726.0
LOC110262246,937.0
LOC100738003,416.0
TBCE,789.0
GALNT11,643.0
CASZ1,1294.0
PPM1L,979.0
TENM3,1318.0
LOC110262081,706.0
LOC106510452,822.0
CBX6,508.0
EIF5A,814.0
TTC23,1134.0
OSBPL9,700.0
LOC110260387,732.0
NEIL2,816.0
CSE1L,1031.0
LOC110261268,375.0
PTPN21,651.0
ATL2,727.0
USP48,699.0
PIR,773.0
CASP2,711.0
MDN1,691.0
FEM1C,1654.0
ENG,238.0
TMEM134,624.0
LOC106508849,597.0
LOC106509384,860.0
ANKLE1,878.0
LOC110259932,703.0
SELENOK,649.0
ECHS1,668.0
LOC106505735,979.0
TM9SF3,823.0
SULT1E1,509.0
ATP9A,477.0
CEP112,521.0
LOC100524727,719.0
LHFPL5,921.0
FARP2,568.0
SNTA1,1215.0
LDB1,267.0
IDH2,2427.0
LOC110259349,527.0
AFTPH,797.0
RSL24D1,818.0
B3GNT9,659.0
RBM45,707.0
RWDD1,916.0
RBM38,552.0
LOC110256119,782.0
MTF2,837.0
ZFAND6,805.0
PDE4A,254.0
POMT2,748.0
HDGFL3,880.0
RAPH1,404.0
LOC100739688,1252.0
SORT1,980.0
FYN,264.0
SYT17,970.0
TMEM259,855.0
UBL3,486.0
LOC102159363,984.0
MKNK2,524.0
KCTD9,436.0
ZBED3,766.0
NCOA6,593.0
LOC102165609,1084.0
GPSM2,686.0
TRPV2,624.0
LOC110257905,60.0
KIF26B,783.0
RNF10,824.0
THAP2,736.0
GNAO1,752.0
LOC102157807,510.0
TMEM135,1139.0
MILR1,572.0
LOC100620814,558.0
RAI1,555.0
GNE,711.0
RHOA,631.0
LOC110259509,692.0
LOC106510468,723.0
INTS6L,476.0
VWCE,962.0
SPATA31D1,903.0
HM13,628.0
UBE4B,778.0
KCND3,929.0
NSD2,460.0
LOC106504338,748.0
NOS1,908.0
GNG8,597.0
CORO6,977.0
ZC3HAV1L,762.0
CCDC191,657.0
PLAGL2,596.0
WDTC1,775.0
LOC100156967,3062.0
SHMT1,255.0
NCL,878.0
C13H3orf67,1128.0
DENND6A,758.0
CCP110,561.0
PPT2,852.0
OSBPL1A,923.0
ZNF19,759.0
OBSL1,1100.0
LOC110255764,549.0
PRRC2A,591.0
MFF,1319.0
LOC110255546,704.0
DFNA5,614.0
PYROXD1,511.0
LOC110260249,681.0
USP53,1000.0
METAP2,790.0
LOC100625711,418.0
C14H12orf65,891.0
DARS,672.0
LOC100523244,486.0
SRBD1,1376.0
GPR148,694.0
LOC102157696,772.0
PTAFR,759.0
DDX42,568.0
MAGI2,676.0
LOC106504926,678.0
LOC110257285,770.0
LOC100518097,802.0
LOC100737051,981.0
TCOF1,512.0
LOC102166211,900.0
IGF2BP3,699.0
MTMR14,281.0
AHR,807.0
XXYLT1,811.0
LOC106510528,592.0
TOPAZ1,1107.0
RNF111,719.0
RIMKLA,472.0
VDAC2,1622.0
HELLS,541.0
PRNP,965.0
PPP2R5E,813.0
LOC106509133,901.0
SRCAP,792.0
TXN2,948.0
LOC110256741,676.0
FGGY,586.0
DZIP3,739.0
INPP5K,546.0
LOC102158191,634.0
TFEC,516.0
COX6B,3238.0
EFCAB1,676.0
LOC110261247,756.0
SCAI,479.0
LOC110261940,719.0
PCMTD2,560.0
HSD17B4,1054.0
POPDC2,1101.0
SORBS3,217.0
FLRT2,408.0
KRAS,573.0
MORF4L2,531.0
NAALAD2,687.0
ART4,316.0
ANKRD40,627.0
LOC110261527,1340.0
DHX29,753.0
PGRMC2,1240.0
LOC102163721,779.0
S100A10,423.0
LOC110260827,517.0
LOC106508141,641.0
LOC110261422,764.0
LOC110256020,881.0
CD300A,795.0
MAU2,605.0
SMARCE1,946.0
LOC102167618,966.0
NTSR2,827.0
PPWD1,767.0
LOC110255622,675.0
AZIN1,1123.0
LOC110255582,722.0
B3GALNT2,680.0
PPP1R35,748.0
LOC110261275,869.0
ATP5J2,3118.0
DSEL,130.0
PSPN,777.0
PRKCB,350.0
LOC110260921,716.0
RILPL2,950.0
LOC100523684,1573.0
ATP5G1,4779.0
HAND2,2059.0
LOC102165237,657.0
ALMS1,571.0
LOC110255537,656.0
THUMPD2,673.0
VPS41,645.0
ERBB4,2388.0
SESN3,403.0
APLP2,707.0
SLC27A6,64.0
CD34,434.0
LOC100519808,1183.0
IFT88,673.0
CHST7,700.0
COMT,1108.0
ZNF428,1356.0
C17H20orf194,533.0
CUL5,1132.0
GGA2,773.0
ANKRD49,654.0
LOC110255698,770.0
RFXAP,897.0
PTPRA,661.0
LOC106510193,412.0
LOC100517800,493.0
NUP62CL,916.0
TMEM131L,601.0
SLC22A13,607.0
SPTLC2,507.0
FOXH1,675.0
LOC106508944,702.0
EPHA6,694.0
XPO6,615.0
UFL1,966.0
TMED10,788.0
RAB2A,765.0
LOC106510388,889.0
PSMD2,873.0
LOC110261129,1006.0
MCRIP1,734.0
LOC110257138,396.0
CLPTM1L,710.0
DCX,591.0
IRF3,662.0
S100Z,803.0
ARHGAP12,424.0
HBS1L,1278.0
LOC100623270,616.0
OAS2,269.0
TRIM58,877.0
NDUFAF3,2195.0
DIS3L2,750.0
HES4,869.0
LOC106509590,557.0
LOC100158011,965.0
SGSM1,571.0
NTN5,594.0
SLC18A1,610.0
RNF220,785.0
RABIF,943.0
AUNIP,469.0
GLYR1,771.0
DMXL2,596.0
IL34,710.0
ERCC2,717.0
LOC106506835,830.0
IQCF3,426.0
MMP23B,871.0
COMTD1,967.0
PPP4R3B,704.0
NARFL,450.0
SLC37A2,715.0
SSFA2,342.0
XYLT1,493.0
EEF1D,908.0
EXT1,622.0
MFAP3L,563.0
HDDC3,1008.0
SLC35E3,532.0
C3H16orf52,617.0
ATP13A4,967.0
CHRDL1,501.0
LOC100521529,649.0
WDR45,414.0
LOC106507939,635.0
DCT,675.0
AK4,1413.0
CKAP2L,789.0
UBQLN1,1024.0
PTP4A1,368.0
ATP2C1,926.0
NMT1,1374.0
MIDN,285.0
DNM3,544.0
GABBR1,118.0
DPPA2,641.0
FCHO1,1207.0
DDX18,902.0
CCL2,209.0
PTGIR,788.0
GIMAP6,182.0
PIK3IP1,1005.0
SCARB1,420.0
LOC110259924,729.0
SYPL1,822.0
TDRD3,780.0
DCAF1,691.0
KIF13B,1163.0
DDOST,1442.0
LOC100514038,531.0
LOC110262320,585.0
USP1,550.0
LOC102157576,567.0
LOC100522143,728.0
LOC110257125,688.0
COL5A3,62.0
ABCC1,756.0
XDH,158.0
CDADC1,896.0
POP1,705.0
KIF3A,437.0
LOC110261313,822.0
LOC110255685,796.0
SAP30L,555.0
KCNAB1,697.0
FARP1,525.0
TASP1,501.0
FAP,145.0
PRMT3,724.0
LOC102158650,110.0
SBF2,851.0
LOC110257936,702.0
HMGXB3,432.0
LOC102166702,404.0
LOC110259936,582.0
C1H9orf43,834.0
MSRB3,1244.0
LOC110261115,993.0
ZNF449,506.0
GINS2,437.0
RPL4,641.0
PELO,316.0
GNPTAB,401.0
TMEM123,511.0
LOC106510483,679.0
METRNL,691.0
C9H1orf27,741.0
LOC110259964,689.0
LOC110261227,777.0
LOC110259155,543.0
LRRCC1,689.0
STXBP5,402.0
LRRC39,548.0
NDUFS8,2175.0
PFN2,1026.0
GPR156,711.0
NELFCD,541.0
ATF2,632.0
SLC22A5,543.0
GPS2,1066.0
LOC110260762,600.0
CDK10,625.0
LOC106507373,1501.0
ARL5A,407.0
LOC110255951,991.0
PNKP,435.0
SRRT,796.0
TET1,1223.0
RABGEF1,710.0
ILF3,850.0
LOC102165061,593.0
DEGS2,927.0
SKIV2L2,643.0
DLGAP4,1126.0
TANGO2,670.0
LOC106508762,823.0
CCDC83,889.0
LOC106505748,790.0
RNF170,586.0
ERICH1,583.0
TRIM23,695.0
ZFPM2,1089.0
FAM105A,93.0
SPATA18,995.0
ZNF646,436.0
KIAA1217,319.0
RCOR3,737.0
ZFR,684.0
ATP5G3,4008.0
STRN4,571.0
LOC106507918,577.0
FOXN1,1112.0
LOC102158443,798.0
PLEKHJ1,764.0
DNAJC6,668.0
ATP5O,1999.0
ACO1,836.0
DGKE,537.0
PPM1A,790.0
CPED1,649.0
UBA3,567.0
LOC110259899,672.0
LOC100736974,346.0
ATG4C,245.0
ZC3H15,1268.0
EIF4H,444.0
FAXC,829.0
LOC106510601,478.0
LOC106504434,566.0
LSMEM1,753.0
ORC3,725.0
ATP8B4,517.0
SLC35E4,759.0
SLC35B2,620.0
CCDC6,1043.0
MDH1,2063.0
ZBTB21,447.0
LRRC38,611.0
DPF2,484.0
SELENBP1,91.0
LOC102164518,563.0
CPEB2,631.0
TBC1D1,310.0
OSTF1,423.0
LOC110257806,509.0
JMY,496.0
DEAF1,372.0
SF3A2,675.0
LOC110260052,476.0
BBS1,568.0
C5H12orf73,924.0
SPOP,487.0
UBFD1,563.0
LOC100523745,677.0
TFEB,725.0
LOC110260359,635.0
LOC100737821,716.0
MMP14,101.0
DCP1A,606.0
HERC6,98.0
TGM2,692.0
TSHZ1,1170.0
DLGAP1,988.0
KCNIP3,643.0
PSMD1,1258.0
LOC100523736,807.0
LOC106508431,588.0
RING1,891.0
COIL,913.0
PCSK6,408.0
COPG1,567.0
ICOSLG,151.0
CNOT9,787.0
LOC110259487,702.0
LOC110259689,1201.0
YAF2,840.0
MYO1D,760.0
LOC110255519,815.0
SLC22A15,667.0
SPSB3,702.0
KIAA1958,753.0
ABR,445.0
NT5E,482.0
LOC102161921,647.0
MBD6,868.0
LOC102161654,722.0
PRDM10,757.0
GSTCD,1129.0
LOC100737660,420.0
LOC102167315,573.0
PTBP3,233.0
TMTC3,582.0
ADAMTSL4,340.0
SUPT3H,803.0
PLXNB2,489.0
CRP,658.0
LOC110255851,646.0
OTOF,623.0
LOC110259515,423.0
LOC102163705,482.0
MICU3,865.0
HDGF,748.0
C2H19orf43,570.0
NRDC,726.0
ACBD6,678.0
LOC106509653,593.0
MED23,628.0
ETNK1,551.0
LOC100514068,236.0
LOC106510670,581.0
PGD,500.0
SUCNR1,790.0
TARBP1,709.0
ARAP3,47.0
MAFG,414.0
MAP2K2,682.0
CDPF1,551.0
C1R,89.0
ATP1B4,1127.0
SMAP1,661.0
GFPT1,626.0
OTULIN,706.0
NUP58,430.0
ISM1,607.0
MYNN,672.0
HIP1,460.0
XPOT,615.0
DCAF5,614.0
AHDC1,765.0
LOC110261199,469.0
TAPT1,575.0
CRY2,506.0
NIPA2,680.0
LOC100522887,128.0
CNMD,736.0
AP3B1,604.0
LOC110255912,742.0
SMARCD3,1459.0
UBXN2B,672.0
ORAOV1,979.0
AIFM1,1035.0
LOC110259905,1204.0
RAB5A,738.0
PLEKHG1,237.0
LOC102167126,627.0
NBEAL2,622.0
RIC8B,510.0
C4BPA,53.0
CLVS2,618.0
SHC4,478.0
BRD8,665.0
LOC106504367,595.0
LOC110255540,642.0
MAP4K3,832.0
TBC1D17,527.0
AP1G1,636.0
MTO1,708.0
FSTL4,716.0
CEP70,1108.0
CAPN15,847.0
MOBKL3,551.0
LOC106504492,570.0
SET,862.0
CREM,376.0
RASA3,233.0
ABCF3,668.0
LOC110255463,612.0
STRIP2,2491.0
PHF20,662.0
MCCC1,288.0
LOC100736710,2150.0
C6H1orf228,662.0
GPR137C,417.0
SLC27A4,784.0
RAB28,737.0
FAM83D,691.0
ERI2,884.0
COX5B,2816.0
ZNF713,552.0
DHX40,800.0
F2RL2,90.0
IDO2,858.0
CLHC1,680.0
ARHGEF40,389.0
MUC20,993.0
BICC1,173.0
LOC102159863,615.0
LOC110261992,613.0
SHE,302.0
CLASP2,456.0
WDR83OS,1001.0
LOC110257548,901.0
LOC106509643,589.0
PUM3,813.0
DAPK3,880.0
F2RL1,609.0
ZDHHC3,657.0
EMD,515.0
CRHR2,578.0
EFCAB7,667.0
P4HA1,389.0
MAP1LC3A,900.0
RNPS1,606.0
CFAP221,778.0
PLEKHA1,577.0
GPR174,679.0
AASDHPPT,863.0
RAB9A,431.0
PANK4,331.0
OPLAH,569.0
LOC110261245,728.0
TMEM63C,441.0
ZNF239,323.0
ERP27,477.0
LOC106504501,735.0
ZNF263,735.0
MXI1,772.0
SLC12A2,335.0
RREB1,505.0
LOC100515837,418.0
TACR2,534.0
TIGAR,736.0
ZNF276,346.0
LOC106504619,708.0
RAPSN,570.0
N6AMT1,704.0
CCSER1,432.0
LOC110260674,710.0
PTPRM,513.0
ATG101,642.0
LOC106505545,495.0
GLRX2,616.0
LOC102158936,394.0
LOC102165845,684.0
XPO7,483.0
TCEA2,474.0
TCEAL4,1154.0
USP25,897.0
FLNB,515.0
TNFRSF1B,51.0
ERC1,856.0
C3H2orf42,578.0
ZFHX2,600.0
DOCK4,386.0
ITGAL,71.0
NKIRAS2,641.0
RPL36AL,862.0
RIMKLB,194.0
TNS3,107.0
LOC102161632,673.0
MATN2,187.0
LOC106506961,592.0
ABI3BP,206.0
TTC26,635.0
LMAN2,756.0
AP3S1,941.0
HK3,393.0
CFAP70,542.0
LOC110259513,746.0
DPP8,561.0
POLDIP3,317.0
SLC38A10,441.0
APOBEC1,540.0
LOC110255210,721.0
RAP1B,244.0
DYNC2H1,421.0
LOC100512976,862.0
GBP1,148.0
EFCAB14,576.0
EMP3,220.0
TMEM243,977.0
EPN2,522.0
SRP72,616.0
ZMIZ2,553.0
FAM161A,763.0
CASP8AP2,534.0
URI1,595.0
MPRIP,506.0
CCDC136,1083.0
SEC14L1,812.0
NAP1L4,628.0
LSM12,922.0
LOC110259901,492.0
GNB5,704.0
YLPM1,412.0
PTCRA,750.0
LOC110257894,355.0
DNAAF4,708.0
LOC106504530,736.0
G3BP2,732.0
VSIG4,37.0
PSMD11,684.0
UFM1,494.0
C3H16orf96,540.0
LOC110259955,421.0
ANXA1,144.0
CUL1,770.0
ZEB1,395.0
ITPR1,107.0
COPS2,695.0
LOC100155964,758.0
MAN2A1,717.0
LRRN4CL,266.0
ARHGAP6,124.0
ANKRD13C,673.0
RHBDF1,396.0
MGLL,1329.0
LOC110260197,1400.0
LOC110259698,524.0
COPS6,1167.0
SUPT5H,442.0
ATP6V0B,703.0
MGAT5,636.0
TLR8,621.0
PTCHD4,725.0
AMHR2,615.0
PHF12,539.0
COMMD7,523.0
LOC106504299,503.0
LOC102161206,805.0
HEATR5A,716.0
SIK3,701.0
NPLOC4,544.0
PLCB1,64.0
CCDC107,1307.0
PARVB,579.0
RPL31,1105.0
MRPS5,743.0
CHMP4C,659.0
TBC1D15,628.0
CYBA,182.0
TCN2,360.0
LOC106506781,97.0
LOC110260374,717.0
RTKN2,867.0
ZNF416,599.0
DCUN1D1,643.0
LOC110260036,553.0
LRP5,346.0
STK39,1003.0
APH1B,513.0
AFG3L2,1150.0
ST3GAL6,373.0
CDC5L,822.0
PNMA8B,597.0
CDC6,895.0
MORC3,451.0
CCZ1,633.0
SKI,260.0
PIK3C2B,544.0
UBE3B,614.0
EIF3E,580.0
GSPT1,630.0
AAR2,623.0
SNX14,493.0
PHKA2,752.0
C3H16orf72,798.0
LOC100513346,664.0
DCAF10,511.0
ABRAXAS1,461.0
ANXA6,429.0
ADAMDEC1,806.0
FRS3,532.0
GALNT7,754.0
ADAT2,695.0
SFTPD,915.0
FYCO1,694.0
LOC100158069,459.0
SCFD1,720.0
PSMD7,684.0
UGP2,382.0
NEDD4,101.0
LOC110261511,567.0
CAMK2B,435.0
SOCS6,582.0
PMEPA1,495.0
FAM60A,759.0
CTTN,394.0
LOC100624149,214.0
FAM83F,574.0
VSTM5,595.0
WASF1,712.0
LOC102158826,505.0
PRPF8,530.0
ZBTB10,434.0
HERC3,244.0
LOC102160517,786.0
BTBD1,662.0
MORC2,552.0
FCER1G,60.0
HTT,461.0
LOC110261293,810.0
ARIH2,516.0
TPRA1,735.0
FMO5,545.0
SCRN1,615.0
TSPAN3,1142.0
LOC100518417,720.0
WSCD2,1241.0
STK17B,147.0
AGPAT5,649.0
STT3B,708.0
MTG2,342.0
ADD1,365.0
AKR1D1,966.0
LOC102168027,414.0
BFAR,492.0
TERF2IP,676.0
LOC102158261,693.0
C6H18orf21,887.0
DACH1,1247.0
HMGN1,744.0
UBA2,525.0
TAGLN2,306.0
LOC110256677,571.0
HAUS5,698.0
HEATR5B,744.0
TBC1D13,677.0
PNPLA8,1106.0
MYO1C,612.0
CRLF3,443.0
DCDC2,505.0
MLANA,658.0
STARD6,470.0
LOC100620992,436.0
KCTD3,468.0
ETV7,470.0
LOC106504536,1764.0
OTOS,630.0
LOC106506610,580.0
BCAM,946.0
GABARAP,538.0
PUS7,534.0
LOC110256097,560.0
ADGRA2,112.0
EIF4G1,597.0
LOC110256490,908.0
RFFL,439.0
KRT40,565.0
SAMM50,803.0
LOC100521518,807.0
PSMD12,876.0
MAMSTR,621.0
LOC110256763,498.0
CCDC190,670.0
GNAI1,1105.0
BCAP29,1061.0
SPCS1,1385.0
CDH9,1121.0
GOPC,498.0
RCBTB1,1028.0
RNF183,617.0
LOC110257244,460.0
BUB3,997.0
INSM2,761.0
MRM3,606.0
CFAP206,573.0
UBTD1,831.0
LOC110255749,987.0
RUSC2,209.0
GLIS2,463.0
DPM1,676.0
GPX1,90.0
LOC106505035,405.0
CBX5,566.0
TMEM185B,538.0
PLD5,560.0
IER3,606.0
LOC100516105,1077.0
LOC110256651,537.0
PRMT1,758.0
ACSL4,388.0
CEP164,315.0
IL31,609.0
AKAP5,630.0
DLG3,796.0
MPC2,2133.0
LOC106505137,475.0
LOC110255693,544.0
LOC100516735,559.0
ABCE1,524.0
DLD,810.0
LOC102158069,673.0
MED14,586.0
IKZF5,539.0
LOC106510595,1059.0
LOC110259688,595.0
SFSWAP,624.0
PLEKHG6,490.0
VAT1L,492.0
NASP,710.0
MGAT4D,779.0
TYROBP,46.0
TMEM170B,665.0
VAV3,107.0
CCDC40,713.0
SZRD1,681.0
ZNF34,562.0
BCL7C,592.0
TOR1AIP1,399.0
PIK3CD,404.0
RUBCN,402.0
AP3M1,562.0
GABRG1,541.0
LOC110256735,427.0
LOC110260282,705.0
PROP1,639.0
ATL3,700.0
RNF14,1071.0
RIOX2,798.0
MANEA,846.0
GPR52,564.0
ZNF883,278.0
TAS2R40,661.0
GTF2H5,577.0
ZMAT1,776.0
UQCR10,1598.0
METTL23,782.0
CCDC137,831.0
RIOK3,470.0
MSL2,417.0
KRT80,579.0
GMNC,406.0
LOC110261576,1535.0
LOC100624795,647.0
SMIM19,862.0
PLSCR5,124.0
TSEN15,729.0
YWHAQ,588.0
CCDC66,1056.0
PDF,665.0
GNG11,148.0
HNRNPUL2,398.0
UHRF2,501.0
IFT122,287.0
LOC110256623,794.0
ZCCHC14,313.0
LOC100522787,691.0
LOC102167839,810.0
EMSY,979.0
FAM83H,624.0
DNAH5,801.0
LOC102158500,541.0
DEFB124,667.0
RUFY1,606.0
EIF2AK1,757.0
TEX10,955.0
GRB14,1963.0
CHMP3,893.0
CLMN,457.0
DMP1,707.0
FBXL5,465.0
CCT4,757.0
LOC110256525,505.0
NFX1,592.0
APBB1,659.0
COL5A1,201.0
LOC106506141,712.0
PON3,666.0
RDX,507.0
NEURL3,1081.0
TLDC1,531.0
GPR39,494.0
LOC110255684,640.0
ATPIF1,2206.0
MARF1,370.0
NBEA,822.0
RABAC1,769.0
LOC110260659,187.0
TNFRSF8,614.0
RGS7,1671.0
CTSF,403.0
PRKAR1A,613.0
SLC25A51,938.0
LOC110260746,679.0
LOC110257511,777.0
CTSA,946.0
ZC3H3,441.0
GPR4,748.0
SNED1,252.0
EZH1,533.0
IL6R,221.0
PDZD8,698.0
PPP1R12C,277.0
PTK2,545.0
ARPC2,292.0
MBD4,761.0
AKAP17B,585.0
LOC110257240,32.0
HAUS3,846.0
UROS,632.0
CAPZA2,666.0
LOC106509419,406.0
ZFYVE1,525.0
LOC110256592,604.0
GRIA2,568.0
LOC100517340,610.0
ATP11C,1030.0
ZNF12,518.0
ATP6V1C2,937.0
LOC106510024,1040.0
VCP,761.0
MTURN,182.0
OTUD1,723.0
LOC100154423,478.0
ZFP90,368.0
GORASP2,496.0
FAM84B,461.0
YWHAB,445.0
TXNDC5,325.0
WBP4,638.0
LOC110261986,516.0
APPL1,520.0
KIF2A,418.0
ME3,477.0
SLC12A6,809.0
CAGE1,714.0
LOC110256639,592.0
KCTD12,95.0
SLC35D1,855.0
LOC110256296,471.0
ITPRIPL1,565.0
UBE2Q1,452.0
ACTR10,424.0
KLHL30,722.0
FAM84A,342.0
LOC106505808,1136.0
FAM169B,460.0
NR2C2,611.0
ZNF691,622.0
TAS2R1,536.0
FKBP3,831.0
AMMECR1L,601.0
LOC110259368,649.0
CLUH,850.0
DNAJC7,729.0
COPS7B,702.0
C9H11orf52,646.0
CRB1,630.0
SNRK,354.0
LOC106505716,301.0
FAM3A,535.0
WDR48,382.0
FAM8A1,464.0
PAIP2,501.0
PIGA,426.0
LOC100158108,577.0
LOC106510173,763.0
DAZAP1,522.0
LZTS1,2228.0
TM9SF2,713.0
FLRT1,294.0
SCAF4,717.0
DOPEY1,617.0
SLC52A3,525.0
CADM1,341.0
CEPT1,493.0
RBM4B,734.0
SRPRA,632.0
LOC110261782,681.0
ARHGEF7,273.0
IRF5,30.0
LOC110255669,920.0
VRK3,446.0
LOC100737817,653.0
SYT13,430.0
LOC102168194,277.0
EEFSEC,325.0
LOC102157618,573.0
TMEM70,827.0
EIF4E2,245.0
TXLNA,326.0
LOC106505578,590.0
SCPEP1,364.0
BOLA3,944.0
LOC110260720,556.0
PIK3R5,472.0
KCNH2,733.0
MZT1,571.0
KPNA5,642.0
KPNA1,699.0
C1H14orf166,563.0
LOC106510420,576.0
CWH43,459.0
LOC110260228,511.0
CLCA4,505.0
LOC106507907,1615.0
LOC110261334,434.0
TTBK2,722.0
BMP1,376.0
RLIM,375.0
LOC110260790,518.0
HEBP2,608.0
SYNGR2,829.0
NMD3,1158.0
UBTF,479.0
NABP1,265.0
LOC100737912,509.0
PHF21A,506.0
LOC110260238,573.0
LOC100737904,475.0
OPTN,1077.0
GANAB,531.0
IK,662.0
TCIRG1,539.0
LOC110255639,546.0
NXPH4,743.0
EIF1AY,170.0
SERPINE1,159.0
CDK20,525.0
ATG9A,694.0
GP1BA,754.0
LOC102167177,698.0
ARL6IP5,1710.0
ITSN1,344.0
LOC102162776,925.0
AZI2,584.0
PDE6C,562.0
IGSF10,43.0
RNF38,356.0
LOC102157842,630.0
C7H6orf106,491.0
PIK3CG,331.0
